Level,Date and Time,Source,Event ID,lof_score,is_anomaly
Information,12/17/2016 1:16:27 PM,Service Control Manager,7036.0,241917206.0652093,True
Information,12/17/2016 1:16:27 PM,Service Control Manager,7036.0,55276781.630998515,True
Information,12/17/2016 1:04:22 PM,Service Control Manager,7036.0,61779932.38758657,True
Information,12/17/2016 12:59:22 PM,Service Control Manager,7036.0,95596315.84523459,True
Information,12/17/2016 12:34:22 PM,Service Control Manager,7036.0,95596315.84523459,True
Information,12/17/2016 12:34:22 PM,Service Control Manager,7036.0,95596315.84523459,True
Information,12/17/2016 12:14:22 PM,Service Control Manager,7036.0,95596315.84523459,True
Information,12/17/2016 12:09:22 PM,Service Control Manager,7036.0,95596315.84523459,True
Information,12/17/2016 11:57:12 AM,Service Control Manager,7036.0,198996411.68212098,True
Information,12/17/2016 11:40:14 AM,Service Control Manager,7036.0,45522055.636828505,True
Information,12/17/2016 11:30:12 AM,Service Control Manager,7036.0,198996411.68212098,True
Information,12/17/2016 11:30:12 AM,Service Control Manager,7036.0,45522055.636828505,True
Information,12/17/2016 11:25:49 AM,Service Control Manager,7036.0,198996411.68212098,True
Information,12/17/2016 11:08:50 AM,Service Control Manager,7036.0,45522055.636828505,True
Information,12/17/2016 10:58:49 AM,Service Control Manager,7036.0,341415411.07226646,True
Information,12/17/2016 10:58:49 AM,Service Control Manager,7036.0,60154144.62086272,True
Information,12/17/2016 10:34:22 AM,Service Control Manager,7036.0,66657295.36906409,True
Information,12/17/2016 10:33:46 AM,Service Control Manager,7036.0,66657295.36906409,True
Information,12/17/2016 10:21:13 AM,Service Control Manager,7036.0,341415411.07226646,True
Information,12/17/2016 10:04:14 AM,Service Control Manager,7036.0,60154144.62086272,True
Information,12/17/2016 9:54:13 AM,Service Control Manager,7036.0,375556952.07949317,True
Information,12/17/2016 9:54:13 AM,Service Control Manager,7036.0,70234028.14779305,True
Information,12/17/2016 9:43:46 AM,Service Control Manager,7036.0,79988754.24470875,True
Information,12/17/2016 9:39:22 AM,Service Control Manager,7036.0,79988754.24470875,True
Information,12/17/2016 9:27:00 AM,Service Control Manager,7036.0,375556952.07949317,True
Information,12/17/2016 9:00:00 AM,Service Control Manager,7036.0,375556952.07949317,True
Information,12/17/2016 8:53:26 AM,Service Control Manager,7036.0,424818318.42665464,True
Information,12/17/2016 8:25:54 AM,Service Control Manager,7036.0,310688024.0851655,True
Information,12/17/2016 8:25:54 AM,Service Control Manager,7036.0,310688024.0851655,True
Information,12/17/2016 8:17:36 AM,Service Control Manager,7036.0,100798836.28716914,True
Information,12/17/2016 8:05:49 AM,Service Control Manager,7036.0,100798836.28716914,True
Information,12/17/2016 7:57:28 AM,Service Control Manager,7036.0,88442850.00855784,True
Information,12/17/2016 7:47:26 AM,Service Control Manager,7036.0,124860493.84155488,True
Information,12/17/2016 7:47:26 AM,Service Control Manager,7036.0,88442850.00855784,True
Information,12/17/2016 7:24:21 AM,Service Control Manager,7036.0,106651671.99708445,True
Information,12/17/2016 7:22:35 AM,Service Control Manager,7036.0,106651671.99708445,True
Information,12/17/2016 7:11:44 AM,Service Control Manager,7036.0,124860493.84155488,True
Information,12/17/2016 5:43:10 AM,Service Control Manager,7036.0,46822685.76760312,True
Information,12/17/2016 5:33:08 AM,Service Control Manager,7036.0,60804460.649881266,True
Information,12/17/2016 5:33:08 AM,Service Control Manager,7036.0,46822685.76760312,True
Information,12/17/2016 5:24:21 AM,Service Control Manager,7036.0,50724576.23573671,True
Information,12/17/2016 5:24:21 AM,Service Control Manager,7036.0,50724576.23573671,True
Information,12/17/2016 5:04:21 AM,Service Control Manager,7036.0,50724576.23573671,True
